State,Grade,Standard ID,Standard Text,Project Name,Course Name
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",4.2 Time Loop,CS Connections with VR
CSTA,6-8,2-CS-01,"Recommend improvements to the design of computing devices, based on an analysis of how users interact with the devices.",4.3 Portal Puzzle,CS Connections with VR
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,4.3 Portal Puzzle,CS Connections with VR
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,4.3 Portal Puzzle,CS Connections with VR
CSTA,6-8,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",4.3 Portal Puzzle,CS Connections with VR
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",4.3 Portal Puzzle,CS Connections with VR
CSTA,6-8,2-AP-15,Seek and incorporate feedback from team members and users to refine a solution that meets user needs.,4.3 Portal Puzzle,CS Connections with VR
CSTA,6-8,2-AP-16,"Incorporate existing code, media, and libraries into original programs, and give attribution.",4.3 Portal Puzzle,CS Connections with VR
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,4.3 Portal Puzzle,CS Connections with VR
CSTA,6-8,2-AP-18,Distribute tasks and maintain a project timeline when collaboratively developing computational artifacts.,4.3 Portal Puzzle,CS Connections with VR
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",4.3 Portal Puzzle,CS Connections with VR
CSTA,6-8,2-CS-01,"Recommend improvements to the design of computing devices, based on an analysis of how users interact with the devices.",4.4 Feeding Frenzy,CS Connections with VR
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,4.4 Feeding Frenzy,CS Connections with VR
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,4.4 Feeding Frenzy,CS Connections with VR
CSTA,6-8,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",4.4 Feeding Frenzy,CS Connections with VR
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",4.4 Feeding Frenzy,CS Connections with VR
CSTA,6-8,2-AP-16,"Incorporate existing code, media, and libraries into original programs, and give attribution.",4.4 Feeding Frenzy,CS Connections with VR
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,4.4 Feeding Frenzy,CS Connections with VR
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",4.4 Feeding Frenzy,CS Connections with VR
CSTA,6-8,2-CS-01,"Recommend improvements to the design of computing devices, based on an analysis of how users interact with the devices.",4.5 Target Practice,CS Connections with VR
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,4.5 Target Practice,CS Connections with VR
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,4.5 Target Practice,CS Connections with VR
CSTA,6-8,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",4.5 Target Practice,CS Connections with VR
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",4.5 Target Practice,CS Connections with VR
CSTA,6-8,2-AP-16,"Incorporate existing code, media, and libraries into original programs, and give attribution.",4.5 Target Practice,CS Connections with VR
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,4.5 Target Practice,CS Connections with VR
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",4.5 Target Practice,CS Connections with VR
CSTA,6-8,2-CS-01,"Recommend improvements to the design of computing devices, based on an analysis of how users interact with the devices.",4.6 Passion Project,CS Connections with VR
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,4.6 Passion Project,CS Connections with VR
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,4.6 Passion Project,CS Connections with VR
CSTA,6-8,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",4.6 Passion Project,CS Connections with VR
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",4.6 Passion Project,CS Connections with VR
CSTA,6-8,2-AP-16,"Incorporate existing code, media, and libraries into original programs, and give attribution.",4.6 Passion Project,CS Connections with VR
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,4.6 Passion Project,CS Connections with VR
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",4.6 Passion Project,CS Connections with VR
CSTA,6-8,2-CS-01,"Recommend improvements to the design of computing devices, based on an analysis of how users interact with the devices.",Capstone #2 Interview an Innovator,CS Connections with VR
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,Capstone #2 Interview an Innovator,CS Connections with VR
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,Capstone #2 Interview an Innovator,CS Connections with VR
CSTA,6-8,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",Capstone #2 Interview an Innovator,CS Connections with VR
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",Capstone #2 Interview an Innovator,CS Connections with VR
CSTA,6-8,2-AP-15,Seek and incorporate feedback from team members and users to refine a solution that meets user needs.,Capstone #2 Interview an Innovator,CS Connections with VR
CSTA,6-8,2-AP-16,"Incorporate existing code, media, and libraries into original programs, and give attribution.",Capstone #2 Interview an Innovator,CS Connections with VR
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,Capstone #2 Interview an Innovator,CS Connections with VR
CSTA,6-8,2-AP-18,Distribute tasks and maintain a project timeline when collaboratively developing computational artifacts.,Capstone #2 Interview an Innovator,CS Connections with VR
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",Capstone #2 Interview an Innovator,CS Connections with VR
CSTA,6-8,2-CS-01,"Recommend improvements to the design of computing devices, based on an analysis of how users interact with the devices.",5.1 Virtual Pet,CS Connections with VR
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,5.1 Virtual Pet,CS Connections with VR
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,5.1 Virtual Pet,CS Connections with VR
CSTA,6-8,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",5.1 Virtual Pet,CS Connections with VR
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",5.1 Virtual Pet,CS Connections with VR
CSTA,6-8,2-AP-14,Create procedures with parameters to organize code and make it easier to reuse.,5.1 Virtual Pet,CS Connections with VR
CSTA,6-8,2-AP-16,"Incorporate existing code, media, and libraries into original programs, and give attribution.",5.1 Virtual Pet,CS Connections with VR
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,5.1 Virtual Pet,CS Connections with VR
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",5.1 Virtual Pet,CS Connections with VR
CSTA,6-8,2-CS-01,"Recommend improvements to the design of computing devices, based on an analysis of how users interact with the devices.",5.2 Pinball Champion,CS Connections with VR
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,5.2 Pinball Champion,CS Connections with VR
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,5.2 Pinball Champion,CS Connections with VR
CSTA,6-8,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",5.2 Pinball Champion,CS Connections with VR
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",5.2 Pinball Champion,CS Connections with VR
CSTA,6-8,2-AP-14,Create procedures with parameters to organize code and make it easier to reuse.,5.2 Pinball Champion,CS Connections with VR
CSTA,6-8,2-AP-16,"Incorporate existing code, media, and libraries into original programs, and give attribution.",5.2 Pinball Champion,CS Connections with VR
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,5.2 Pinball Champion,CS Connections with VR
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",5.2 Pinball Champion,CS Connections with VR
CSTA,6-8,2-CS-01,"Recommend improvements to the design of computing devices, based on an analysis of how users interact with the devices.",5.3 Search and Rescue,CS Connections with VR
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,5.3 Search and Rescue,CS Connections with VR
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,5.3 Search and Rescue,CS Connections with VR
CSTA,6-8,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",5.3 Search and Rescue,CS Connections with VR
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",5.3 Search and Rescue,CS Connections with VR
CSTA,6-8,2-AP-14,Create procedures with parameters to organize code and make it easier to reuse.,5.3 Search and Rescue,CS Connections with VR
CSTA,6-8,2-AP-15,Seek and incorporate feedback from team members and users to refine a solution that meets user needs.,5.3 Search and Rescue,CS Connections with VR
CSTA,6-8,2-AP-16,"Incorporate existing code, media, and libraries into original programs, and give attribution.",5.3 Search and Rescue,CS Connections with VR
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,5.3 Search and Rescue,CS Connections with VR
CSTA,6-8,2-AP-18,Distribute tasks and maintain a project timeline when collaboratively developing computational artifacts.,5.3 Search and Rescue,CS Connections with VR
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",5.3 Search and Rescue,CS Connections with VR
CSTA,6-8,2-CS-01,"Recommend improvements to the design of computing devices, based on an analysis of how users interact with the devices.",5.4 Photo Shoot,CS Connections with VR
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,5.4 Photo Shoot,CS Connections with VR
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,5.4 Photo Shoot,CS Connections with VR
CSTA,6-8,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",5.4 Photo Shoot,CS Connections with VR
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",5.4 Photo Shoot,CS Connections with VR
CSTA,6-8,2-AP-14,Create procedures with parameters to organize code and make it easier to reuse.,5.4 Photo Shoot,CS Connections with VR
CSTA,6-8,2-AP-16,"Incorporate existing code, media, and libraries into original programs, and give attribution.",5.4 Photo Shoot,CS Connections with VR
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,5.4 Photo Shoot,CS Connections with VR
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",5.4 Photo Shoot,CS Connections with VR
CSTA,6-8,2-CS-01,"Recommend improvements to the design of computing devices, based on an analysis of how users interact with the devices.",5.5 Final Lap,CS Connections with VR
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,5.5 Final Lap,CS Connections with VR
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,5.5 Final Lap,CS Connections with VR
CSTA,6-8,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",5.5 Final Lap,CS Connections with VR
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",5.5 Final Lap,CS Connections with VR
CSTA,6-8,2-AP-14,Create procedures with parameters to organize code and make it easier to reuse.,5.5 Final Lap,CS Connections with VR
CSTA,6-8,2-AP-16,"Incorporate existing code, media, and libraries into original programs, and give attribution.",5.5 Final Lap,CS Connections with VR
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,5.5 Final Lap,CS Connections with VR
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",5.5 Final Lap,CS Connections with VR
CSTA,6-8,2-CS-01,"Recommend improvements to the design of computing devices, based on an analysis of how users interact with the devices.",5.6 Passion Project,CS Connections with VR
CSTA,6-8,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,5.6 Passion Project,CS Connections with VR
CSTA,6-8,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,5.6 Passion Project,CS Connections with VR
CSTA,6-8,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",5.6 Passion Project,CS Connections with VR
CSTA,6-8,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",5.6 Passion Project,CS Connections with VR
CSTA,6-8,2-AP-14,Create procedures with parameters to organize code and make it easier to reuse.,5.6 Passion Project,CS Connections with VR
CSTA,6-8,2-AP-16,"Incorporate existing code, media, and libraries into original programs, and give attribution.",5.6 Passion Project,CS Connections with VR
CSTA,6-8,2-AP-17,Systematically test and refine programs using a range of test cases.,5.6 Passion Project,CS Connections with VR
CSTA,6-8,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",5.6 Passion Project,CS Connections with VR
CSTA,9-10,3A-CS-01,Explain how abstractions hide the underlying implementation details of computing systems embedded in everyday objects.,0.1 Prototyping Our Future,CS Dimensions with VR
CSTA,9-10,3A-IC-24,"Evaluate the ways computing impacts personal, ethical, social, economic, and cultural practices.",0.1 Prototyping Our Future,CS Dimensions with VR
CSTA,9-10,3A-CS-01,Explain how abstractions hide the underlying implementation details of computing systems embedded in everyday objects.,0.2 Inside Your Computer,CS Dimensions with VR
CSTA,9-10,3A-CS-02,"Compare levels of abstraction and interactions between application software, system software, and hardware layers.",0.2 Inside Your Computer,CS Dimensions with VR
CSTA,9-10,3A-DA-09,"Translate between different bit representations of real-world phenomena, such as characters, numbers, and images.",0.3 Coded Messages,CS Dimensions with VR
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",0.4 Code Quest,CS Dimensions with VR
CSTA,9-10,3A-NI-04,"Evaluate the scalability and reliability of networks, by describing the relationship between routers, switches, servers, topology, and addressing.",0.5 Computer Networks,CS Dimensions with VR
CSTA,9-10,3A-NI-05,Give examples to illustrate how sensitive data can be affected by malware and other attacks.,0.5 Computer Networks,CS Dimensions with VR
CSTA,9-10,3A-NI-06,"Recommend security measures to address various scenarios based on factors such as efficiency, feasibility, and ethical impacts.",0.5 Computer Networks,CS Dimensions with VR
CSTA,9-10,3A-NI-07,"Compare various security measures, considering tradeoffs between the usability and security of a computing system.",0.5 Computer Networks,CS Dimensions with VR
CSTA,9-10,3A-NI-08,Explain tradeoffs when selecting and implementing cybersecurity recommendations.,0.5 Computer Networks,CS Dimensions with VR
CSTA,9-10,3A-DA-10,Evaluate the tradeoffs in how data elements are organized and where data is stored.,0.6 Data Story,CS Dimensions with VR
CSTA,9-10,3A-DA-11,Create interactive data visualizations using software tools to help others better understand real-world phenomena.,0.6 Data Story,CS Dimensions with VR
CSTA,9-10,3A-DA-12,Create computational models that represent the relationships among different elements of data collected from a phenomenon or process.,0.6 Data Story,CS Dimensions with VR
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,0.7 VR Tutorial,CS Dimensions with VR
CSTA,9-10,3A-CS-03,Develop guidelines that convey systematic troubleshooting strategies that others can use to identify and fix errors.,0.8 Leaders in Technology,CS Dimensions with VR
CSTA,9-10,3A-IC-27,Use tools and methods for collaboration on a project to increase connectivity of people in different cultures and career fields.,0.8 Leaders in Technology,CS Dimensions with VR
CSTA,9-10,3A-IC-28,Explain the beneficial and harmful effects that intellectual property laws can have on innovation.,0.8 Leaders in Technology,CS Dimensions with VR
CSTA,9-10,3A-IC-29,Explain the privacy concerns related to the collection and generation of data through automated processes that may not be evident to users.,0.8 Leaders in Technology,CS Dimensions with VR
CSTA,9-10,3A-IC-30,"Evaluate the social and economic implications of privacy in the context of safety, law, or ethics.",0.8 Leaders in Technology,CS Dimensions with VR
CSTA,9-10,3A-CS-01,Explain how abstractions hide the underlying implementation details of computing systems embedded in everyday objects.,1.1 Animal Trainer,CS Dimensions with VR
CSTA,9-10,3A-CS-03,Develop guidelines that convey systematic troubleshooting strategies that others can use to identify and fix errors.,1.1 Animal Trainer,CS Dimensions with VR
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,1.1 Animal Trainer,CS Dimensions with VR
CSTA,9-10,3A-AP-16,"Design and iteratively develop computational artifacts for practical intent, personal expression, or to address a societal issue by using events to initiate instructions.",1.1 Animal Trainer,CS Dimensions with VR
CSTA,9-10,3A-AP-19,Systematically design and develop programs for broad audiences by incorporating feedback from users.,1.1 Animal Trainer,CS Dimensions with VR
CSTA,9-10,3A-AP-20,Evaluate licenses that limit or restrict use of computational artifacts when using resources such as libraries.,1.1 Animal Trainer,CS Dimensions with VR
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,1.1 Animal Trainer,CS Dimensions with VR
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",1.1 Animal Trainer,CS Dimensions with VR
CSTA,9-10,3A-CS-01,Explain how abstractions hide the underlying implementation details of computing systems embedded in everyday objects.,1.2 City Builder,CS Dimensions with VR
CSTA,9-10,3A-CS-03,Develop guidelines that convey systematic troubleshooting strategies that others can use to identify and fix errors.,1.2 City Builder,CS Dimensions with VR
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,1.2 City Builder,CS Dimensions with VR
CSTA,9-10,3A-AP-16,"Design and iteratively develop computational artifacts for practical intent, personal expression, or to address a societal issue by using events to initiate instructions.",1.2 City Builder,CS Dimensions with VR
CSTA,9-10,3A-AP-19,Systematically design and develop programs for broad audiences by incorporating feedback from users.,1.2 City Builder,CS Dimensions with VR
CSTA,9-10,3A-AP-20,Evaluate licenses that limit or restrict use of computational artifacts when using resources such as libraries.,1.2 City Builder,CS Dimensions with VR
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,1.2 City Builder,CS Dimensions with VR
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",1.2 City Builder,CS Dimensions with VR
CSTA,9-10,3A-IC-25,Test and refine computational artifacts to reduce bias and equity deficits.,1.2 City Builder,CS Dimensions with VR
CSTA,9-10,3A-CS-01,Explain how abstractions hide the underlying implementation details of computing systems embedded in everyday objects.,1.3 Island Survivors,CS Dimensions with VR
CSTA,9-10,3A-CS-03,Develop guidelines that convey systematic troubleshooting strategies that others can use to identify and fix errors.,1.3 Island Survivors,CS Dimensions with VR
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,1.3 Island Survivors,CS Dimensions with VR
CSTA,9-10,3A-AP-16,"Design and iteratively develop computational artifacts for practical intent, personal expression, or to address a societal issue by using events to initiate instructions.",1.3 Island Survivors,CS Dimensions with VR
CSTA,9-10,3A-AP-19,Systematically design and develop programs for broad audiences by incorporating feedback from users.,1.3 Island Survivors,CS Dimensions with VR
CSTA,9-10,3A-AP-20,Evaluate licenses that limit or restrict use of computational artifacts when using resources such as libraries.,1.3 Island Survivors,CS Dimensions with VR
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,1.3 Island Survivors,CS Dimensions with VR
CSTA,9-10,3A-AP-22,Design and develop computational artifacts working in team roles using collaborative tools.,1.3 Island Survivors,CS Dimensions with VR
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",1.3 Island Survivors,CS Dimensions with VR
CSTA,9-10,3A-CS-01,Explain how abstractions hide the underlying implementation details of computing systems embedded in everyday objects.,1.4 Scavenger Hunt,CS Dimensions with VR
CSTA,9-10,3A-CS-03,Develop guidelines that convey systematic troubleshooting strategies that others can use to identify and fix errors.,1.4 Scavenger Hunt,CS Dimensions with VR
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,1.4 Scavenger Hunt,CS Dimensions with VR
CSTA,9-10,3A-AP-16,"Design and iteratively develop computational artifacts for practical intent, personal expression, or to address a societal issue by using events to initiate instructions.",1.4 Scavenger Hunt,CS Dimensions with VR
CSTA,9-10,3A-AP-19,Systematically design and develop programs for broad audiences by incorporating feedback from users.,1.4 Scavenger Hunt,CS Dimensions with VR
CSTA,9-10,3A-AP-20,Evaluate licenses that limit or restrict use of computational artifacts when using resources such as libraries.,1.4 Scavenger Hunt,CS Dimensions with VR
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,1.4 Scavenger Hunt,CS Dimensions with VR
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",1.4 Scavenger Hunt,CS Dimensions with VR
CSTA,9-10,3A-CS-01,Explain how abstractions hide the underlying implementation details of computing systems embedded in everyday objects.,1.5 Magic Show,CS Dimensions with VR
CSTA,9-10,3A-CS-03,Develop guidelines that convey systematic troubleshooting strategies that others can use to identify and fix errors.,1.5 Magic Show,CS Dimensions with VR
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,1.5 Magic Show,CS Dimensions with VR
CSTA,9-10,3A-AP-16,"Design and iteratively develop computational artifacts for practical intent, personal expression, or to address a societal issue by using events to initiate instructions.",1.5 Magic Show,CS Dimensions with VR
CSTA,9-10,3A-AP-19,Systematically design and develop programs for broad audiences by incorporating feedback from users.,1.5 Magic Show,CS Dimensions with VR
CSTA,9-10,3A-AP-20,Evaluate licenses that limit or restrict use of computational artifacts when using resources such as libraries.,1.5 Magic Show,CS Dimensions with VR
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,1.5 Magic Show,CS Dimensions with VR
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",1.5 Magic Show,CS Dimensions with VR
CSTA,9-10,3A-CS-01,Explain how abstractions hide the underlying implementation details of computing systems embedded in everyday objects.,1.6 Passion Project,CS Dimensions with VR
CSTA,9-10,3A-CS-03,Develop guidelines that convey systematic troubleshooting strategies that others can use to identify and fix errors.,1.6 Passion Project,CS Dimensions with VR
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,1.6 Passion Project,CS Dimensions with VR
CSTA,9-10,3A-AP-16,"Design and iteratively develop computational artifacts for practical intent, personal expression, or to address a societal issue by using events to initiate instructions.",1.6 Passion Project,CS Dimensions with VR
CSTA,9-10,3A-AP-19,Systematically design and develop programs for broad audiences by incorporating feedback from users.,1.6 Passion Project,CS Dimensions with VR
CSTA,9-10,3A-AP-20,Evaluate licenses that limit or restrict use of computational artifacts when using resources such as libraries.,1.6 Passion Project,CS Dimensions with VR
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,1.6 Passion Project,CS Dimensions with VR
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",1.6 Passion Project,CS Dimensions with VR
CSTA,9-10,3A-CS-01,Explain how abstractions hide the underlying implementation details of computing systems embedded in everyday objects.,2.1 Time Traveler,CS Dimensions with VR
CSTA,9-10,3A-CS-03,Develop guidelines that convey systematic troubleshooting strategies that others can use to identify and fix errors.,2.1 Time Traveler,CS Dimensions with VR
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,2.1 Time Traveler,CS Dimensions with VR
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",2.1 Time Traveler,CS Dimensions with VR
CSTA,9-10,3A-AP-16,"Design and iteratively develop computational artifacts for practical intent, personal expression, or to address a societal issue by using events to initiate instructions.",2.1 Time Traveler,CS Dimensions with VR
CSTA,9-10,3A-AP-19,Systematically design and develop programs for broad audiences by incorporating feedback from users.,2.1 Time Traveler,CS Dimensions with VR
CSTA,9-10,3A-AP-20,Evaluate licenses that limit or restrict use of computational artifacts when using resources such as libraries.,2.1 Time Traveler,CS Dimensions with VR
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,2.1 Time Traveler,CS Dimensions with VR
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",2.1 Time Traveler,CS Dimensions with VR
CSTA,9-10,3A-CS-01,Explain how abstractions hide the underlying implementation details of computing systems embedded in everyday objects.,2.2 Physics Game,CS Dimensions with VR
CSTA,9-10,3A-CS-03,Develop guidelines that convey systematic troubleshooting strategies that others can use to identify and fix errors.,2.2 Physics Game,CS Dimensions with VR
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,2.2 Physics Game,CS Dimensions with VR
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",2.2 Physics Game,CS Dimensions with VR
CSTA,9-10,3A-AP-16,"Design and iteratively develop computational artifacts for practical intent, personal expression, or to address a societal issue by using events to initiate instructions.",2.2 Physics Game,CS Dimensions with VR
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",2.2 Physics Game,CS Dimensions with VR
CSTA,9-10,3A-AP-18,"Create artifacts by using procedures within a program, combinations of data and procedures, or independent but interrelated programs.",2.2 Physics Game,CS Dimensions with VR
CSTA,9-10,3A-AP-19,Systematically design and develop programs for broad audiences by incorporating feedback from users.,2.2 Physics Game,CS Dimensions with VR
CSTA,9-10,3A-AP-20,Evaluate licenses that limit or restrict use of computational artifacts when using resources such as libraries.,2.2 Physics Game,CS Dimensions with VR
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,2.2 Physics Game,CS Dimensions with VR
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",2.2 Physics Game,CS Dimensions with VR
CSTA,9-10,3A-CS-01,Explain how abstractions hide the underlying implementation details of computing systems embedded in everyday objects.,2.3 Obstacle Course,CS Dimensions with VR
CSTA,9-10,3A-CS-03,Develop guidelines that convey systematic troubleshooting strategies that others can use to identify and fix errors.,2.3 Obstacle Course,CS Dimensions with VR
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,2.3 Obstacle Course,CS Dimensions with VR
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",2.3 Obstacle Course,CS Dimensions with VR
CSTA,9-10,3A-AP-16,"Design and iteratively develop computational artifacts for practical intent, personal expression, or to address a societal issue by using events to initiate instructions.",2.3 Obstacle Course,CS Dimensions with VR
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",2.3 Obstacle Course,CS Dimensions with VR
CSTA,9-10,3A-AP-18,"Create artifacts by using procedures within a program, combinations of data and procedures, or independent but interrelated programs.",2.3 Obstacle Course,CS Dimensions with VR
CSTA,9-10,3A-AP-19,Systematically design and develop programs for broad audiences by incorporating feedback from users.,2.3 Obstacle Course,CS Dimensions with VR
CSTA,9-10,3A-AP-20,Evaluate licenses that limit or restrict use of computational artifacts when using resources such as libraries.,2.3 Obstacle Course,CS Dimensions with VR
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,2.3 Obstacle Course,CS Dimensions with VR
